chromosome	start	end	gene_chr	gene_start_pos	gene_end_pos	width	strand	gene_id	gene_name	gene_biotype
3	257258	3546976	3	1534017	1534206	190	+	ENSBGRG00000009420	FLAD1	protein_coding
3	257258	3546976	3	1535698	1535771	74	+	ENSBGRG00000009420	FLAD1	protein_coding
3	257258	3546976	3	1535892	1536027	136	+	ENSBGRG00000009420	FLAD1	protein_coding
3	257258	3546976	3	579239	579423	185	+	ENSBGRG00000009520	NA	pseudogene
3	257258	3546976	3	579239	579423	185	+	ENSBGRG00000009520	NA	pseudogene
3	257258	3546976	3	579239	579277	39	+	ENSBGRG00000009520	NA	pseudogene
3	257258	3546976	3	579280	579345	66	+	ENSBGRG00000009520	NA	pseudogene
3	257258	3546976	3	579349	579423	75	+	ENSBGRG00000009520	NA	pseudogene
3	257258	3546976	3	1536624	1536809	186	+	ENSBGRG00000009549	LENEP	protein_coding
3	257258	3546976	3	1536624	1536809	186	+	ENSBGRG00000009549	LENEP	protein_coding
3	257258	3546976	3	1536624	1536809	186	+	ENSBGRG00000009549	LENEP	protein_coding
3	257258	3546976	3	1538698	1539837	1140	+	ENSBGRG00000009567	NA	protein_coding
3	257258	3546976	3	1538698	1539837	1140	+	ENSBGRG00000009567	NA	protein_coding
3	257258	3546976	3	1538698	1539837	1140	+	ENSBGRG00000009567	NA	protein_coding
3	257258	3546976	3	1565158	1567139	1982	+	ENSBGRG00000009590	ZBTB7B	protein_coding
3	257258	3546976	3	1565158	1567139	1982	+	ENSBGRG00000009590	ZBTB7B	protein_coding
3	257258	3546976	3	1565158	1566308	1151	+	ENSBGRG00000009590	ZBTB7B	protein_coding
3	257258	3546976	3	1566674	1567139	466	+	ENSBGRG00000009590	ZBTB7B	protein_coding
3	257258	3546976	3	1589462	1607717	18256	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1589462	1607717	18256	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1589462	1589519	58	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1589856	1589981	126	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1595908	1596036	129	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1596386	1596525	140	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1597272	1597485	214	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1597572	1597715	144	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1598375	1598496	122	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1598894	1599051	158	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1601084	1601168	85	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1601171	1601182	12	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1601306	1601332	27	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1601334	1601399	66	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1601539	1601665	127	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1603133	1603249	117	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1603741	1603883	143	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1603999	1604112	114	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	1607466	1607717	252	+	ENSBGRG00000009624	DCST1	protein_coding
3	257258	3546976	3	680664	710136	29473	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	710136	29473	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	709350	710136	787	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	708612	708737	126	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691635	691710	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	680746	83	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	701683	21020	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	701552	701683	132	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691005	691080	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	680746	83	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	701683	21020	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	701552	701683	132	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691635	691710	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680664	680746	83	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680743	701683	20941	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	701552	701683	132	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691635	691710	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	689037	689115	79	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	680743	680746	4	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	682227	701683	19457	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	701552	701683	132	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691635	691710	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	682227	682306	80	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	688308	710136	21829	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	709350	710136	787	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	708612	708737	126	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691635	691710	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	689037	689115	79	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	688308	688311	4	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	688308	710136	21829	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	709350	710136	787	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	708612	708737	126	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	694254	694387	134	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692541	692658	118	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	692382	692452	71	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	691005	691080	76	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690313	690375	63	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	690070	690139	70	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	689037	689115	79	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	688308	688311	4	-	ENSBGRG00000009632	NA	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618058	1618132	75	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618548	1618619	72	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620079	125	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1620179	1620221	43	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618058	1618132	75	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620079	125	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1620179	1620221	43	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618548	1618619	72	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620079	125	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1620179	1620221	43	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609500	1609522	23	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609525	1609638	114	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620079	125	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1620179	1620221	43	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620221	11962	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610785	14	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614137	1614300	164	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620079	125	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1620179	1620221	43	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620083	11824	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612178	1612243	66	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613304	1613452	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616887	1616956	70	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618058	1618132	75	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618548	1618619	72	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620083	129	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620066	11807	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1618061	1618132	72	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620066	112	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1620066	11807	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1608260	1608338	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1609532	1609638	107	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610261	1610337	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1610772	1610850	79	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611026	1611102	77	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1611195	1611387	193	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612181	1612243	63	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612326	1612394	69	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612471	1612640	170	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1612784	1612868	85	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1613902	1614050	149	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614126	1614300	175	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614551	1614643	93	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1614774	1615078	305	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615165	1615366	202	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1615624	1615701	78	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616167	1616239	73	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1616372	1616510	139	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	1619955	1620066	112	+	ENSBGRG00000010008	ADAM15	protein_coding
3	257258	3546976	3	712224	712304	81	-	ENSBGRG00000010773	MIR190B	miRNA
3	257258	3546976	3	712224	712304	81	-	ENSBGRG00000010773	MIR190B	miRNA
3	257258	3546976	3	712224	712304	81	-	ENSBGRG00000010773	MIR190B	miRNA
3	257258	3546976	3	718495	721337	2843	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	718495	721337	2843	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	721305	721337	33	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	720939	720979	41	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	719124	719253	130	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	718495	718596	102	-	ENSBGRG00000010793	CFAP141	protein_coding
3	257258	3546976	3	722617	731074	8458	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	722617	731074	8458	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	731009	731074	66	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	730515	730616	102	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	725643	725760	118	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	725381	725434	54	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	724552	724718	167	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	724401	724459	59	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	722617	722812	196	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	722617	731074	8458	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	731009	731074	66	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	730515	730616	102	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	725643	725760	118	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	724552	724718	167	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	724401	724459	59	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	722617	722812	196	-	ENSBGRG00000010897	C1orf43	protein_coding
3	257258	3546976	3	722617	731074	8458	-	ENSBGRG00000010897	C1orf43	protein_coding
