chromosome	start	end	gene_id	gene_name	gene_biotype
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	RPL35A	RPL35A	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	protein_coding
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
NC_037328.1	70132969	71029655	LRCH3	LRCH3	
